id,label
1712051,14654965
22591657,14654965
16034502,14654965
22275457,54298937
16540939,64939829
44407802,277727866
277727866,20624600
2718241,20624600
15416485,24741685
14863134,24741685
48947613,277727866
18285245,20624600
15818391,176412453
353274716,353274716
51813392,64939829
14550962,64939829
15282719,14045302
16887507,54310421
2243291,24741685
9746442,22679419
15644019,17939204
53012091,17939204
16886225,70736917
15068719,17939204
38939069,70736917
20709790,70736917
32675894,17939204
127437545,17939204
15451233,17939204
121174595,17939204
19157792,17939204
30520284,70736917
14301982,17939204
335008624,70736917
106893515,17939204
43439975,70736917
23610049,17939204
20968877,17939204
28709290,70736917
15954413,70736917
49827798,17939204
31291274,70736917
452377444,17939204
162700184,14654965
34066188,45055749
8004732,14654965
16247469,284715436
55709321,45055749
46958514,40572559
181856250,40572559
25027806,21763592
24474059,19016569
312474584,40572559
84793080,40572559
21586997,40572559
134518225,40572559
15091978,20437286
102168331,243181897
20065440,243181897
80113196,243181897
37986651,243181897
26143624,243181897
15172810,243181897
18020120,20437286
22498525,243181897
46150233,243181897
61853389,20437286
197295132,243181897
28598978,243181897
36496825,243181897
60654735,243181897
41232746,243181897
36249985,243181897
38290658,243181897
71599012,243181897
16604887,243181897
224724617,243181897
21153379,243181897
14344011,14381378
8407062,14381378
9005442,14381378
5644962,14381378
14306843,14381378
14327705,14381378
18261013,14381378
8845372,14654965
19790861,14654965
17135252,14654965
65307908,14654965
133663120,22679419
18710889,14654965
80223386,14654965
53134408,14654965
83900570,14654965
113349409,14654965
18396070,14521617
76714116,14654965
17467975,14654965
348212732,14654965
124524869,14654965
8146732,14654965
146502645,14654965
36532246,36532246
19774817,20624600
21191567,14134204
19014804,14654965
16137201,14654965
25421732,16464746
8814212,14654965
141011564,14654965
105310392,14654965
475175361,14654965
252951788,14654965
14371333,303547272
15311166,6480682
25954266,50033018
27022632,6480682
117531622,50033018
73496189,6480682
12223,22679419
137460929,6480682
106592799,6480682
50323173,42040091
17207019,148496087
190900848,103865085
60620992,103865085
153784150,103865085
318444623,103865085
329865729,103865085
39832918,103865085
168537920,103865085
183672041,103865085
137508423,103865085
274151347,103865085
132739600,103865085
103865085,103865085
236943811,103865085
193336046,103865085
15010658,103865085
104324908,103865085
789286,103865085
11232732,103865085
16286240,103865085
18369105,103865085
9877032,103865085
486112679,103865085
266824255,46789018
15164565,59557446
185984449,16464746
14384299,14654965
366827523,16464746
21347710,14654965
104066691,104066691
242635346,46789018
77454154,858051
18972451,14654965
80897009,22679419
326549452,14654965
20611320,156550354
205207199,43929488
820281,156550354
15975781,156550354
21358633,14495204
89483328,16464746
69029861,16464746
282267372,79033029
79033029,79033029
244125912,79033029
81630568,79033029
12121162,16464746
42892769,79033029
102884465,95461374
19563357,16464746
45784061,74903868
226983463,16464746
278086637,16464746
15486823,303547272
311507198,115221382
157650749,115221382
216024295,303547272
390941207,303547272
77518709,333138240
365103804,115221382
71827867,333138240
220729949,333138240
29330577,303547272
256909068,333138240
12459972,303547272
55010030,333138240
198830228,303547272
64023334,115221382
70256062,333138240
234167823,303547272
168853154,333138240
23464695,303547272
470641602,333138240
271149053,115221382
35415477,20437286
33235204,20437286
62954343,20437286
22798591,20437286
14416109,20437286
133875756,20437286
16679681,20437286
252634665,20437286
35777372,20437286
22987905,20437286
271410124,20437286
30913636,20437286
19364964,20437286
15594313,20437286
44169939,20437286
116529568,20437286
16800811,20437286
126722715,20437286
54043630,20437286
28392516,20437286
27052547,6480682
151327185,21982720
29972451,19526770
277570942,19526770
219393201,19526770
19526770,19526770
124203870,19526770
14519041,19526770
781674,19526770
108352527,19526770
17195792,19526770
289236003,19526770
90676132,19526770
13666,19526770
38630618,19526770
289384997,19526770
156380350,19526770
200497519,19526770
10838032,19526770
151427075,19526770
32318850,19526770
153810519,19526770
151303092,26106642
218999002,26106642
60968363,14654965
7925002,14654965
14410630,26961048
82447497,22679419
19040580,14654965
7295172,7295172
283437893,14654965
51446354,7295172
29243781,26961048
327462587,14654965
19296351,6480682
42676302,42676302
83817853,53144764
19564489,135384307
93794794,53144764
3511681,42676302
88349752,135384307
108424962,42676302
117248377,53144764
61009431,135384307
5413762,6480682
57084769,6480682
24831437,6480682
17853760,6480682
29344169,6480682
290792315,6480682
15672281,6480682
16412138,181828750
189246617,123287304
312838711,123287304
254669537,77900389
392937007,123287304
425560544,123287304
132766651,77900389
451883233,123287304
259030794,123287304
248352807,123287304
556522155,77900389
80615523,77900389
46329226,123287304
119464925,20437286
84109418,103865085
468517832,20437286
14342564,20437286
131244360,103865085
7133462,22679419
21391704,82816461
20726549,82816461
108993961,127570045
482586204,12333362
187197078,82816461
15413624,82816461
62546031,82816461
14154172,14389031
11752272,14389031
15143758,14389031
10367,14389031
102865507,103865085
205422458,97294212
233769972,97294212
39588192,97294212
15993038,151360659
32327501,437057710
33174357,437057710
259641511,437057710
19000589,151360659
274791635,437057710
378450578,437057710
54037230,151360659
452025214,347788475
14783304,151360659
21739242,151360659
295562936,14654965
24476165,151360659
88063407,151360659
32893652,151360659
106638964,151360659
48505632,255853474
458738497,255853474
164128172,164128172
246896464,164128172
161813844,164128172
117606553,255853474
65077059,164128172
59798181,255853474
287761302,255853474
103968331,164128172
355806778,255853474
517737246,255853474
38701335,221676481
96701562,255853474
288523265,255853474
133531220,255853474
101879188,255853474
15454228,193563775
14474785,30296193
60033,193563775
14335661,193563775
90849125,193563775
8752622,193563775
14955456,193563775
16865781,193563775
17473973,193563775
18242547,30296193
12815,193563775
12602932,193563775
13889622,193563775
21134235,30296193
905851,193563775
5541152,24741685
18890179,30296193
755346,193563775
248793917,193563775
134960312,30296193
19094881,30296193
92618698,193563775
14186262,193563775
353940750,193563775
14300025,22679419
92126580,22679419
21901003,26961048
59872379,22679419
41619873,26961048
15110125,22679419
150484436,127570045
136367101,22679419
237488083,24946566
14711282,14305530
21651598,25325913
15671529,25325913
19503553,36933269
57517199,25325913
23497893,25325913
153864211,25325913
806283,25325913
158415953,25325913
59836995,25325913
27119147,25325913
113239457,19568471
217096194,25325913
16602935,25325913
18166933,25325913
133093395,6480682
734493,37539828
86277174,14134204
20695670,25325913
30728013,25325913
27118364,25325913
105154989,25325913
425305162,25325913
119834984,14654965
36385076,14654965
145195467,386654472
44101412,386654472
22655610,386654472
95465386,386654472
21654615,386654472
53732896,386654472
20639217,386654472
105119490,270449528
20032225,386654472
20400134,386654472
7905122,19526770
20050224,386654472
1581511,14521617
17745833,240261242
11666142,11666142
306265180,240261242
190191097,240261242
312199249,240261242
121295290,240261242
56372739,240261242
197331005,240261242
112953838,161966800
112915037,177345928
208909919,240261242
177345928,177345928
254055632,177345928
14372486,176412453
38048560,55321197
32933712,55321197
88395509,55321197
265122237,55321197
34514558,55321197
21386236,55321197
33787936,55321197
43666433,55321197
51762099,55321197
259827911,20609518
269314374,20609518
363934790,20609518
9930742,7064802
15641791,19508719
17313930,19508719
59040661,19508719
122250398,19508719
2776801,19508719
112758378,19508719
8044362,19508719
29047058,19508719
809760,7064802
27074378,19508719
17002699,19508719
15019548,263292498
5741722,59557446
31291086,19508719
10146102,9503302
250708662,26176694
209706226,240261242
415918457,240261242
505695771,16464746
146350964,16464746
77120712,16464746
450287234,26176694
273431579,28370182
194430621,142801388
204980873,16464746
41582975,142801388
247463533,28370182
41950770,28370182
404642558,28370182
488780770,28370182
14083150,224803883
30003712,224803883
15092914,16650023
21673384,103865085
43338999,16650023
17471979,103865085
18141016,16650023
14529828,103865085
160590087,103865085
44992488,103865085
18119683,149660084
249902571,149660084
476551294,149660084
106512656,124296976
60790082,149660084
268489591,124296976
111654790,18993601
73443014,18993601
73019162,14654965
414448377,149660084
24854021,37539828
194225903,37539828
17873493,37539828
15464883,37539828
40875985,37539828
81201609,37539828
122221870,37539828
18915582,37539828
123340731,37539828
71317882,37539828
149292003,37539828
39460101,37539828
47637606,37539828
16365403,37539828
78951974,37539828
15814666,37539828
185642132,37539828
18977619,37539828
117848769,6480682
14161558,37539828
36014516,37539828
8867702,37539828
344222674,37539828
38424051,37539828
36427202,51888905
101212557,37539828
6351572,14134204
43909715,263292498
4077891,6480682
42977712,16040961
153181186,16040961
23544596,6480682
17293897,263292498
449103070,6480682
60338494,50890438
10938882,28700450
19738805,695463
30118768,7064802
16522244,14045302
15747614,28700450
14335262,39097715
17995419,28700450
682463,858051
19240388,380795101
14679475,74903868
33423,858051
7064802,7064802
6292042,682463
749863,7064802
14101812,156550354
99097188,39097715
68518384,7064802
14253292,263292498
7888452,14521617
14645160,14521617
15159694,6814192
11222,12249
730593,6814192
14062332,6814192
12707,6814192
30863,6814192
19045458,6814192
5774552,6814192
468693,6814192
635523,6814192
69608119,193563775
224,11666142
8207832,12249
273695168,6814192
230845588,13087382
13212522,193563775
11541192,6814192
166270334,165877375
28404196,42040091
3716111,6814192
14629115,193563775
765845,15651700
18695316,6814192
95508385,165877375
241964676,6480682
410375479,6814192
16371487,19576151
15578561,19576151
41719612,19576151
32805127,19576151
134847758,22679419
1699641,19576151
38705128,19576151
30819959,19576151
76348185,20437286
18731529,14630490
6519522,20437286
109314113,204441039
15662303,204441039
20598197,20437286
25765885,240358326
22818797,240358326
25389372,49076695
556156570,240358326
93557607,55171143
368152624,145729532
68577152,6480682
25132173,240358326
16814790,240358326
397688944,16464746
18498878,10013512
14305022,10013512
29294520,10013512
1678471,10013512
713263,9887162
62415556,10013512
6735,7064802
8708232,10013512
67157376,10013512
11178592,10013512
12725022,7064802
17245224,10013512
27985216,10013512
18248772,10013512
19223,7064802
6160742,10013512
16119767,10013512
57739496,7064802
271605782,10013512
16912257,10013512
19507576,10013512
12007182,7064802
15162141,10013512
13648692,10013512
17938005,10013512
1859981,10013512
155696919,14471007
42321801,16464746
72478920,16464746
282471221,275446831
108621190,16464746
234526497,240261242
239694454,16464746
176015819,16464746
72379836,104066691
219732974,16464746
391713563,16464746
162565875,27195114
471343624,16464746
25569713,14654965
58497291,14654965
97319539,14654965
29185446,14654965
14927276,14654965
62579071,14654965
121825928,14654965
15959868,14654965
118943387,14654965
24486637,14654965
140800067,14654965
65548946,14654965
151727301,14654965
8253542,14654965
31232539,14654965
18719865,14654965
45498349,14654965
25793504,14654965
99426033,14654965
26444473,14654965
18091904,200713206
34854589,14654965
41243039,14654965
14327149,134736669
31874347,14654965
14447348,50835495
560150925,250082087
560155443,560285223
560485402,560285223
177358542,6480682
208452663,560285223
350658297,560285223
37775619,560285223
17500206,97069396
18888026,97069396
112583927,97069396
21808399,97069396
108675409,97069396
34781702,97069396
71324635,97069396
108061374,97069396
14193712,97069396
26521369,97069396
15428227,97069396
18087324,97069396
18792482,97069396
38701545,97069396
15576094,97069396
6434462,97069396
884301,97069396
3840,858051
14348594,39097715
6666892,6480682
24940459,858051
15365519,858051
14580197,14045302
1502111,858051
14928123,858051
66615662,858051
30915849,858051
8113622,858051
18576239,858051
1578141,858051
792537,776434
661403,858051
17851599,858051
35300637,858051
25117551,6480682
5971922,858051
317798057,14654965
108931405,14654965
1874321,51039981
153812978,51039981
14845708,51039981
121995182,14654965
309041549,51039981
50575180,144506572
14106344,14654965
143068013,14654965
63207451,14654965
32917372,51039981
201681255,51039981
117164806,51039981
37397430,144506572
105087439,384948262
139482291,384948262
19537263,144506572
40724459,51039981
235084745,384948262
520178560,14167669
15723800,14167669
16734710,52080552
15088016,14544190
75318187,14544190
188510878,14167669
21389945,23770107
45881129,54310421
27366714,28744756
268332181,28744756
15718271,6480682
23791204,14167669
14367585,858051
82969116,20609518
58568186,28744756
23770107,23770107
163587101,54310421
23137012,32400124
24972308,14654965
34294668,14654965
14416334,14654965
226770889,14654965
9440792,223247584
8005202,14654965
184986169,14654965
10508,14654965
117210548,14654965
14536491,22679419
266135518,104066691
40190672,240261242
18824222,308220010
326964690,50839846
259996424,16464746
110485995,50839846
32309773,14654965
121226571,16464746
262551007,50839846
30008146,50839846
33602577,22679419
18716004,22679419
63988933,22679419
17582887,33120876
245396123,22679419
14540071,22679419
108682658,22679419
171178550,22679419
155115613,22679419
7215532,22679419
15775214,33120876
231737308,22679419
96915603,25325913
38706884,22679419
28695327,22679419
150402886,22679419
15692925,14654965
96194704,14654965
241006920,14654965
102137866,14654965
50499213,14654965
350979642,14654965
376866803,14654965
362991049,14654965
278707020,14654965
207831384,14654965
313370959,14654965
183332113,14654965
9070452,9887162
16552794,14389031
752673,12249
14223716,15349708
17445959,15349708
21888696,95461374
296762498,95461374
14448205,95461374
182108867,95461374
52025380,95461374
44826769,95461374
256651717,95461374
239970376,95461374
99370989,95461374
342373546,95461374
327861573,95461374
10078882,95461374
366222792,95461374
66499322,95461374
28360947,95461374
90743283,95461374
482680425,95461374
40414427,95461374
14047458,95461374
50894526,95461374
322808060,95461374
17142981,95461374
489181359,95461374
17576144,18490021
71438267,95461374
289074893,95461374
188636729,95461374
14639859,95461374
36719499,95461374
104241120,95461374
302121596,95461374
52867924,95461374
503514903,14654965
230942182,14654965
382110320,14654965
284946367,14654965
6478202,22679419
23288566,156550354
200212364,14654965
302338004,22679419
41648843,22679419
484178113,22679419
278735101,240261242
45169489,14654965
83300489,22679419
8756372,22679419
90914746,22679419
54352233,217123562
21903427,217123562
17759491,217123562
23135183,22679419
129443148,177345928
366519199,366369674
40102504,177345928
205815029,217123562
338475423,217123562
119511875,177345928
258973465,177345928
148152211,177345928
301123882,177345928
388577434,366369674
257484939,6480682
30545307,177345928
168767461,177345928
285698938,16464746
17282340,26055000
79460927,217123562
21734298,14134204
16193542,35853096
147676601,85368966
287200995,85368966
53178109,17146677
22508382,85368966
113468486,85368966
15470977,35853096
17337554,148496087
12828932,135895585
210903999,135895585
199725339,135895585
15658051,103865085
16689224,103865085
14789155,103865085
93920315,135895585
15013234,103865085
66761133,14654965
16970864,14521617
1250991,776434
14413715,14521617
18656830,14521617
21154526,24847059
18824245,14521617
710143,14521617
14721260,14521617
12655132,14521617
14413075,14521617
25095468,14134204
330515173,858051
22527623,14134204
360671597,14134204
54682125,6480682
25376735,16157855
272395158,16157855
41634520,16157855
147981721,16157855
107114063,16157855
18193009,16157855
25589776,16157855
15225578,16157855
1050111,16157855
27234253,16157855
171154131,16157855
54900089,16157855
191227452,16157855
33933259,16157855
17818461,16157855
266084180,16157855
16032925,16157855
19771248,16157855
171228400,16157855
189017711,16157855
15647676,20437286
125400908,16157855
68198046,16157855
12,858051
542886134,16157855
15416505,16157855
3108351,16157855
294728278,16157855
46696817,17794578
28175577,16157855
379790408,70736917
21061498,70736917
17179687,70736917
11027262,70736917
238868074,70736917
150545199,14654965
46591485,70736917
13378422,9887162
264481774,9887162
15387262,9887162
13920962,13747362
12863272,12249
14531150,13747362
2384071,858051
12819682,9887162
14287212,302305196
246043297,302305196
83749658,17913814
216520299,23649104
9509482,17913814
57729132,23649104
18270268,17913814
16272448,17913814
13790282,14134204
16904234,23649104
5107561,23649104
14316867,17913814
57851967,23649104
17324058,17913814
17959695,17913814
14740219,7064802
18244122,23649104
2660661,17913814
234510030,62598171
132802817,23649104
11864262,14521617
16168089,23649104
20200882,23649104
266043601,17913814
38702590,23649104
108524228,23649104
15227368,17913814
30927731,143140700
14110750,193563775
16729915,193563775
1271901,6814192
16866701,193563775
58063,193563775
14544190,14544190
13721662,193563775
6810832,193563775
18359862,193563775
356663,193563775
11794312,193563775
5868362,193563775
50597693,193563775
6008962,193563775
245275091,193563775
154228653,15757568
44494857,338602967
337833396,15757568
300649060,338602967
21851427,15757568
312583781,15757568
323269700,338602967
34471534,338602967
14751235,95461374
43523961,15757568
42654792,338602967
7380372,15757568
127494657,14045302
8079892,14045302
87858472,263292498
183300976,14045302
42411202,14045302
101804462,14045302
64069241,14045302
117065254,14045302
16747818,14045302
27315988,14045302
234254192,14045302
94263555,14045302
14134942,14045302
16027904,39097715
34193,263292498
178212355,14045302
304164102,14045302
27784905,14045302
14865325,14045302
152093583,14045302
16394162,14045302
290921816,14045302
18952022,14045302
15281911,14045302
473633856,14045302
16330956,14045302
387186414,14045302
271176554,14045302
5658692,5878842
16971994,26961048
18993395,14056732
12994322,67213875
128321519,5878842
49396022,13104722
15392494,5878842
19211774,67213875
40349308,67213875
20607358,13104722
36981250,67213875
21986815,67213875
146290693,6480682
5878842,5878842
52238447,67213875
51510398,67213875
14843049,16431586
20507398,16431586
75225711,16431586
28170196,16431586
11060982,16431586
15969394,16431586
20224277,16431586
25305112,16431586
14613514,16431586
15125448,16431586
53652453,16431586
276912738,16431586
41615133,16431586
20050710,16431586
42575745,16431586
16119893,16431586
31710956,16431586
49023275,16431586
16736066,16431586
2050661,16431586
180302615,16431586
14296237,16431586
14463977,16431586
25336166,16431586
225067850,16431586
10798802,43604169
20124125,16431586
17637858,16431586
29912873,115637846
14989942,20609518
25843787,103865085
22278898,103865085
21580985,103865085
76511839,103865085
178095983,14892073
166155537,14521617
41460060,14892073
244656961,14892073
66696143,14892073
30170259,14892073
43117170,14892073
22479281,14521617
32405900,6146092
150475530,14892073
237184108,130340054
21127128,14892073
51303,18206161
7052972,18206161
14320217,18206161
161691033,18206161
14615324,18206161
16302770,18206161
6515452,18206161
16529006,18206161
471990460,18206161
23543726,18206161
84159385,14120253
12600372,14120253
509323,14120253
18030840,14120253
20248774,14120253
20320892,14120253
19462494,14120253
182167530,14120253
41557611,14120253
35145786,14120253
19406070,14120253
885321,14129601
516585324,14724533
58213,17336102
61878718,315490964
15493368,14471007
14266401,14129601
4209511,7064802
376363,14724533
13598262,315490964
481654752,14129601
49489995,315490964
1465481,315490964
7190742,18132825
16862175,14129601
102731584,14129601
19596919,33969495
50919221,26055000
122141872,57048329
95920452,19519252
19519252,59557446
165786567,6480682
14413506,26055000
21985481,14389031
15768141,26055000
29347608,148496087
17851032,33969495
14412888,26055000
21231573,21982720
27230257,26055000
21734886,26055000
108874176,26055000
17202349,26055000
29603916,26055000
37991013,14389031
31476442,26055000
73027803,26055000
38269159,26055000
17716066,26055000
14139081,14158033
8531732,14045302
29101954,14158033
14158600,14045302
14240940,14158033
18529924,14158033
133173210,14158033
14468417,14045302
46711038,14158033
791529,14045302
2359881,14158033
262056759,14158033
175869350,14158033
15385661,14045302
50149483,14045302
14615462,14045302
20496899,14045302
257094713,263292498
106407309,14045302
7831092,14654965
68613905,14045302
31046512,14158033
105153591,14045302
92623,14521617
21414413,263292498
33978449,263292498
15679111,263292498
42954691,20437286
126672946,20437286
241371677,20437286
24045071,20437286
145745936,20271926
210554874,6480682
14407823,20437286
33688391,20437286
40493388,20437286
200988405,20437286
26051404,20437286
256706691,20437286
11001222,20437286
103386775,20437286
18904121,31584156
18152414,24741685
30808563,20437286
57987237,20437286
336230439,20437286
18783149,22048152
43420809,22048152
123743369,19526770
18776893,22048152
123682841,22048152
97119524,22048152
15821608,22048152
29403586,22048152
15001424,14596164
19103793,19526770
9243812,19526770
68742579,19526770
110536872,19526770
39470235,19526770
17498103,19526770
49623615,19526770
14728168,19526770
16187240,19526770
366585100,19526770
177264696,16650023
14461377,16650023
7614292,16650023
14529625,16650023
14921620,16650023
326175038,103865085
501794095,16650023
15018428,16650023
776434,776434
20946695,14521617
14091113,776434
14372190,27489148
14880439,14521617
14516492,776434
21211423,776434
17933800,776434
14244571,14521617
11176202,14521617
15596487,73120348
14924965,776434
15611402,14521617
177363408,776434
56488597,776434
14766130,776434
17023510,776434
28828267,73120348
453940623,776434
17431388,776434
15090041,858051
46565466,858051
36823,858051
631503,858051
102454587,858051
814304,103865085
6931262,858051
15931605,858051
55333704,176412453
5931412,14134204
16099291,858051
14180345,858051
1586501,858051
687613,858051
778325,631503
14229846,1586501
8525402,22863638
1004,858051
163238573,858051
6840532,858051
14247636,858051
16930323,22863638
14926242,858051
460318808,15903746
17755943,30657354
39051054,14847001
297606665,46335070
15329368,14134204
300540758,14134204
138909476,220870810
93983505,46335070
14372763,32903767
16067443,16522668
18042224,46335070
297748251,17665608
38389325,14134204
36708944,30657354
47547402,220870810
263227378,6480682
273018987,30657354
5423502,145573135
23059007,145573135
33464639,145573135
21637624,22679419
112717297,145573135
161758712,145573135
36041817,145573135
82995948,145573135
86771640,145573135
105918185,145573135
19739422,145573135
165645655,14654965
328643106,14654965
86998735,281025015
15737386,22679419
336321621,22679419
322524776,48132194
17358260,6480682
458407880,22679419
64824726,14654965
16725276,16157855
10072282,858051
15649433,20437286
36623013,59557446
475494625,17939204
78620998,17939204
81401251,493138720
14498622,22679419
62934462,17939204
33327267,17939204
15491994,17939204
35694467,17939204
75907564,17939204
15135874,8033482
104489671,788250
608853,8033482
34406723,8033482
196349362,33789009
183116083,33789009
92931185,99630137
45234323,33789009
163379277,33789009
20019048,33789009
58832252,33789009
35423466,24977474
142347266,33789009
17610364,46967246
43372745,33789009
314131635,33789009
47669345,33789009
369816676,33789009
151767949,33789009
82298196,33789009
58127020,99630137
19386522,33789009
32772541,33789009
55051514,33789009
111812946,33789009
95590407,33789009
146841189,33789009
74974444,33789009
32124771,33789009
244622783,33789009
45684561,33789009
41099665,148496087
179340633,148496087
36025553,148496087
125421183,148496087
27733550,148496087
29100243,148496087
25756519,148496087
1775731,57048329
266622539,148496087
14905646,263292498
467909899,148496087
28620933,148496087
24773177,263292498
324021024,148496087
99846591,148496087
30345764,148496087
19029070,57048329
15484730,148496087
444107431,6480682
482437150,148496087
82134568,263292498
31601961,148496087
256573865,6480682
436144123,263292498
34663865,148496087
94628304,148496087
517706053,148496087
86664924,76662895
16334480,1767741
19731643,1767741
16929520,1767741
66452682,1767741
15829144,1767741
59157393,1767741
19113374,1767741
16955517,1767741
21145241,1767741
1536811,1767741
9089942,1767741
17003056,1767741
14191945,1767741
159181273,24864581
16589495,23220358
260867219,19526770
23678071,23220358
70820129,54832091
42785759,54832091
144284168,23220358
36910039,24864581
128961271,24864581
137779150,223101253
49110693,6480682
36600922,6480682
12405142,6480682
90896009,229340554
89699362,229340554
130834357,223101253
78644553,26565946
24265368,22679419
17195943,22679419
248044499,22679419
12127832,14654965
120232348,22679419
54389440,22679419
30533583,22679419
32122637,19673442
32128783,22679419
18881794,22679419
12494262,14521617
54922636,14521617
321740656,14521617
14371758,14521617
50338197,14521617
14944566,14521617
16944995,14521617
403518639,14521617
451523181,14521617
2841251,14521617
30747059,14521617
552121630,14521617
18010713,16158636
17102807,14521617
15741636,176412453
284908506,176412453
135221192,176412453
282811556,176412453
303978541,176412453
456297026,176412453
30031265,14305530
50912438,32903767
64430805,32903767
43723718,15759192
329971232,32903767
371378203,32903767
37149702,32903767
9613162,32903767
18346184,32903767
18904280,32903767
351479742,32903767
16940704,32903767
61313724,32903767
103990561,270449528
397724855,244154650
19088161,64939829
40329238,26176694
16483138,14654965
311775629,14654965
506342927,567262610
267342549,14654965
506498803,567262610
107303314,14654965
546720024,567262610
22549627,54298937
141649458,14654965
206989802,54298937
21843378,54298937
