node_id,community_id
7111412,365692108
19683967,19683967
8732672,3604981
51630018,117541123
19782803,16356344
479735574,163238842
53459595,88109378
454225854,163238842
14941525,28597237
114012727,14893314
6686172,12860612
467493295,816653
130584631,14209885
198317044,20447992
120222891,12733122
97781431,19725644
116339482,211899041
26398660,23849131
15447743,17943827
16809063,12251322
40089828,7384432
35293927,239834955
122005047,181617875
16116713,76091017
18996835,183095785
230170471,19022242
27333959,17873937
49587343,221185711
32639070,17232000
243267948,88109378
23562953,3840
22110745,18496986
115579325,124474025
277026208,135605269
283732191,14120151
16012222,26051404
249954727,30222733
19274055,33854532
42655726,3840
259445045,163238842
180673069,17594572
338935434,3840
262343528,76091017
282348945,211105430
10545772,23849131
456080788,18666844
161554085,161554085
17005456,16739711
104717582,16526462
15338492,12857542
131305850,17594572
150807133,493102437
189560883,19894159
759948,15717356
42134320,5690262
221522876,88109378
292995395,35206553
45855846,3840
347237170,3840
69008563,16143542
21909175,10886182
30824363,398549793
158166560,14145493
103022243,85928734
146350964,198662359
74759560,221185711
172776639,248916246
14780915,3840
82146778,117541123
112628165,88109378
16960526,3840
449120897,16343608
95461374,7384432
79643876,47499606
271697994,450885342
19376683,14669534
20623926,26599573
19764050,199545828
6752812,1468951
17874118,3840
458897186,7384432
149056346,73860359
7305682,161554085
46252298,49064943
85224711,1925661
494000934,5110861
85670012,14224219
236445685,17897744
24389233,88109378
972651,3840
265122237,117828741
33178483,18031634
532225771,7384432
69890262,20543416
460387490,18479513
10386662,46650115
307931655,134979402
16547130,15568621
113457756,171536167
21069472,816653
193033157,19538986
27292783,27495282
25546873,29993931
15531582,14224219
19455487,8963722
16485116,16356344
37745265,21832269
297578568,19793454
134138907,85928734
174002979,31153819
785555,15717356
20867394,7449842
213468464,12730882
69895756,24838521
93278713,21028481
96117113,36913587
110539436,35432988
1254381,82433
14165542,84142850
8941332,10241
117017725,384685037
196676183,3840
20254114,22086481
35157344,816653
162863955,39819487
283307530,3840
419298243,18479513
166597848,14528221
293740405,16352313
349719041,19965811
255562173,256345926
111442477,7384432
286404585,14217624
129466947,88109378
99762736,25577351
199681053,17943827
249262601,155688134
242683324,52827556
89613364,14404235
326236006,183095785
240897073,163238842
15426188,19287334
346828777,163238842
111172075,181617875
14767384,24400628
307532304,183095785
73754751,38108292
23964682,16616061
25028278,16323833
21859458,7861622
68356237,16570302
22024874,27618085
66292615,111164068
19497700,14179545
287062827,183095785
17298812,5110861
108328414,88109378
16804147,35206553
216893123,15861746
57946702,3840
77636321,152490004
16113719,31455711
14666401,111164068
20768539,35715105
121218827,14120151
119246826,280329780
217478229,163238842
27000572,816653
34421926,85928734
148809150,3840
21799478,816653
206490678,114359122
13260,6347872
87276768,16526462
227818754,31530624
129781444,17402697
14325247,897
18888761,816653
465024108,82433
14356908,7384432
361652822,17912337
161760542,17897744
14313730,3840
79602482,119417822
21346741,82433
74782622,14471133
2996301,12860612
3275481,3840
91162169,16323833
54167998,340601420
120208344,155989324
65169282,18859933
17022544,16030324
15097634,816653
81102900,17508106
217824155,3840
16616061,16616061
14107614,14179545
315536846,23978861
35900211,88109378
194463904,245482049
35024272,23978861
247583674,163238842
166900117,25577351
5735742,7082092
32175870,3298931
22405166,85928734
15758814,197899215
346673955,3840
286773091,20446839
129267848,88109378
179021409,16734718
23148232,16313592
1458931,15402475
250055818,17943827
63653875,69677863
370972366,163238842
272020952,14813088
6216912,15918130
17522846,10241
805339,14306843
316584915,35715105
34534141,28479154
68526677,68526677
14151096,27884585
54072695,127696028
21703552,14145493
323775128,12069912
76929038,816653
23776156,16352313
268551780,26568085
5943942,20979011
48967066,19997104
243012836,183095785
464694106,286328448
150168851,77002320
82219965,22830044
291144770,14145493
259090299,93329426
15120504,3840
434695140,3840
12589692,7384432
227286098,149994738
24893115,816653
103046546,58501132
124269064,330683316
17143926,68480165
21913907,198662359
167710554,82433
252887704,111164068
90271595,3840
19987925,84142850
7482,14120151
48807974,16186743
86277174,3840
138984540,88109378
16933590,16343608
17301647,66428918
94814935,372765570
168529472,163238842
58528137,16323833
323156851,286328448
19384317,348278208
13529042,7082092
25190843,88109378
83724100,26568085
91686641,3840
34966871,17897744
183967095,88109378
21444911,35206553
56703247,69677863
15144122,26051404
31531849,236827933
208132323,493102437
27052547,14915043
36141163,19538986
182043794,86889135
174166385,183095785
96115952,14145493
22164419,123071061
25112405,30222733
35324363,16323833
35554964,493102437
21320182,5110861
372288491,21832269
34232690,14471133
24490975,210887504
6173842,3840
53999790,368023694
15287678,15861746
279275692,340601420
45432097,14404235
208689841,163238842
392039864,223928153
66243436,3840
14503316,16739711
42988213,280329780
25791289,57122023
60320929,3604981
27212794,365692108
300520640,209075830
51120621,88130368
14819030,291670881
146918923,31455711
16331010,26568085
56573534,56573534
16946064,14129601
43849871,451905071
81409072,15169511
3554721,17217414
17369528,16651774
14426102,697163
50932982,57001957
385959631,127935456
562381032,35206553
64209144,243370113
48752040,26051404
41777652,7384432
259315354,330683316
336564384,155989324
15770362,12251322
123323498,6082492
340082017,170451817
19499628,15446537
12047992,82433
132261961,26568085
27122407,16727535
30495820,156652502
42163205,163238842
153477290,22832029
311604999,202353807
18151212,14179545
177596844,14827526
259856537,18496986
90460131,37349209
69149338,25567622
343536941,104989762
176601825,124494824
14674983,28452658
207287772,163238842
1495,3840
250081321,24055407
33508350,166601166
73392653,26568085
15958614,3840
106823281,26568085
87990563,14955620
164181335,5110861
18949452,3840
24424030,29993931
36756569,145732782
254717722,24443764
386428938,117541123
5650332,88109378
176650618,17392585
94575635,78311082
38543810,12857542
14843424,80400072
176555857,17912337
34767211,88109378
22598623,816653
24088899,6519522
16594955,17823630
23343266,3840
284595451,183095785
19433528,169162896
24660376,88109378
90912309,816653
19104727,15717356
30529238,27884585
277788973,197134784
177522486,155989324
56147905,112111406
7458942,67727882
18048496,69677863
453735106,14478814
16817883,17897744
130969514,9103242
15349290,10241
19421716,96477040
23522552,15612015
13527672,16331259
18785699,18752156
218284518,17104005
36031020,7384432
17398320,1563671
56814021,19148708
268525879,450885342
49561518,17912337
18474443,15169511
316264827,117541123
15475088,21742987
20452293,82433
18744815,183095785
17013072,22851036
120245365,16356344
14257869,82433
65360846,111164068
245344116,163238842
399701315,19538986
270353080,16274553
25405404,16331259
14086367,149103331
56877844,163238842
131172702,69677863
61426538,6519522
16470419,16323833
86370920,3840
802066,679193
65548946,93329426
108941244,17897744
45464773,17897744
16669932,29993931
186211606,18479513
144222641,88109378
74674492,9103242
23236865,29993931
268343277,126013958
70956971,16187637
57407600,7384432
22568063,816653
221147815,76091017
26353466,19725644
49101109,16352313
26526269,414569910
28496589,17897744
316696918,214618570
18312939,5516372
220212905,816653
74344665,493102437
31208684,90982638
28347086,15169511
250951547,86998735
175529494,175529494
14920536,9215692
21240403,160817572
15123332,28452658
191155291,263420771
189414421,493102437
25518310,16672510
225791964,7384432
110473412,15420011
50239291,90982638
221604466,206923844
37855605,14120151
28427471,20447992
17309951,14179545
102748292,194354261
86970580,246493616
104572249,78311082
127721242,18483115
194816323,163238842
414521683,112911033
175239697,16323833
18267528,1563671
24019308,24019308
117018840,16143542
104996918,53184267
15554021,16734718
762367,3840
18737722,32547856
168769498,17508106
28262849,41259253
71876190,3840
68687095,17977714
382370111,163238842
199044346,69677863
35074090,60727070
484991854,17897744
16366552,18640668
18812245,88109378
218344391,15947217
387246780,363426409
62366640,163238842
280835476,12730882
26718851,20262965
20379995,14129623
33449028,6289372
197176358,5110861
59857602,19538986
124683087,50259455
228780430,170451817
257096123,9215692
23959422,16734718
23571113,3840
36292086,15861746
40089615,1468951
19399719,19148708
14496918,175181938
94651902,87612216
16246112,145732782
1399231,10241
189807599,86889135
522485164,16421962
37692939,5768872
413004371,333966373
54978190,32140588
16950058,20598427
150956425,113688646
265810013,117541123
55220201,80479756
382222462,163238842
49492585,35715105
78535955,3840
19848655,15839249
18501214,88109378
45247643,10241
277175782,117541123
65167734,15957907
66164717,8824902
96628001,18105493
122207745,16187637
59455021,248506063
208164758,76091017
184106792,56573534
381800245,18070930
20119215,3840
92465590,16323833
22030187,88109378
4532891,192317047
146894920,16672510
72076947,114864985
304818692,183095785
25464811,155403330
14662569,6519522
17028405,217160945
491002160,17943827
378171907,1563671
19580783,35715105
16047270,14120151
17722816,7082092
208677948,266135518
112443525,183907079
6271212,1563671
67508135,47499606
81845489,111164068
389351403,317658862
23172658,816653
16475403,5110861
134241863,56280411
5724122,75321229
24010216,22851036
97671322,117541123
173593167,18433784
139750288,697163
930061,3840
24032738,14145493
216444984,175080430
25393592,53184267
23976543,23978861
26380697,172221767
7493152,14572574
129691941,5110861
15107131,163238842
86072169,3840
14529711,7861622
17191450,18070930
65409929,23990894
9796452,82433
310531106,252559948
22909117,155403330
14020902,3840
148842957,18479513
21357711,117541123
80871937,256345926
892821,49465463
122703083,163238842
23144509,127021458
100794531,14179545
21734050,69867435
471323,897
29633956,7861622
119454938,31153819
16113193,41335446
18226795,78311082
286250675,20447992
20518567,30293070
180416124,48436259
14813657,3840
140132026,87612216
18812301,14251225
26326756,14179545
156132825,217160945
22747182,3840
40972132,12860612
19078594,53221356
30629707,41699068
275353050,56280411
111400999,16187637
53815969,90984237
23466647,18690700
27450168,156652502
323341481,23742633
72818155,330683316
28330506,18092342
97050520,25547397
108350146,41970816
109390923,155989324
37869007,783374
380616097,225079658
19362341,3840
420456892,7384432
22087738,14669534
20004982,41970816
229141679,88109378
49670748,7082092
16834466,239834955
19582372,155688134
17289752,112111406
19497353,7082092
9663492,17643774
63349037,88109378
19862905,149276260
349267841,163238842
19149421,35715105
83558926,16343608
93924188,330683316
19803714,88109378
25917741,111164068
288315020,88109378
3249,27884585
90302375,28597237
14609866,15185188
21577678,88109378
48739084,21206147
213903671,7682452
69503712,66798603
28769814,17873937
59049141,25567622
36046710,15329577
115116673,31455711
22954987,41047618
18300383,18483115
286871259,3840
31313454,187271691
199172278,57122023
14989781,10924902
52726298,14365883
48290966,16127669
26361825,3840
295564980,19287334
19157792,17943827
26646974,221185711
214761161,15805171
18774059,8405632
71801107,30257869
15022633,16187637
276853878,26568085
14757104,17977714
28732674,41970816
149233235,30293070
480722530,183095785
517673322,56280411
19898632,10396702
66380278,19997104
144286235,14893314
291918186,330683316
138416662,18859933
14440358,17508106
40370817,76091017
33316545,26374419
69776562,90982638
49398288,306420546
18720204,5110861
15426856,15133767
24186199,3840
386420143,12462062
103524387,17873937
273549385,183095785
293788900,9215692
180201492,4970411
11211372,17897744
64794715,14955620
18982840,16186743
30814086,16323833
216520299,46650115
14334082,816653
67649834,17943827
14438590,14251225
29897907,14572574
168231881,450885342
158754689,25577351
24544821,269485905
29172984,65478935
14577782,41970816
33548291,36913587
326823420,16734718
92359958,29993931
410579182,221185711
328210221,34041607
152894637,5516372
82464383,30257869
14946999,163238842
22476806,27884585
394628475,208493293
321029545,163238842
141011564,88109378
291668670,199545828
90523460,93329426
350380513,64285972
363236099,90982638
91370877,116808228
242029189,23894637
118321535,3840
226251324,14794851
16871584,13369452
11659332,14129623
1527091,15402475
5827,82433
58706214,15861746
164949886,15329577
181369136,163238842
306695141,786764
16292607,21816783
364325496,183095785
17456251,14615871
266894776,16187637
15452689,816653
224631096,1047311
16509245,3840
14426487,155403330
17160272,163238842
9270692,124077669
24981301,88109378
21454401,14120151
68771300,68526677
72525662,816653
59000506,173205778
105106802,16143542
30010671,84142850
78428740,17943827
389806658,14365883
51080209,11893812
61114002,35206553
67265145,21474310
113193628,81003572
44399205,330683316
65922966,10241
123949454,17897744
44191022,26374419
225174819,35715105
199732904,5110861
17251304,31153819
41926310,17627996
194823162,17387561
264825458,27618085
19033335,3840
545543,7384432
26811310,21474310
207190024,14145493
86422542,10241
247380107,5401942
278735101,183095785
25115549,16356344
20572577,35961508
18656798,15058148
66619464,10241
3721461,7082092
145103770,14251225
90098789,128393253
15621290,35715105
19795386,19538986
93610469,163238842
21019702,47499606
1024471,3840
147256933,24636631
10859,749963
248417517,175181938
250111498,15239720
267591693,81466922
36107098,16323833
5637652,49465463
65504302,163238842
41992925,26642006
327910953,269485905
449462207,291670881
10615272,82433
29352398,40705032
25872147,17104005
14694103,15717356
252528549,16356344
262838126,46650115
20639688,155688134
406706559,92769735
34737705,14827526
23735198,24133152
60903649,52827556
29153088,19538986
13851832,7082092
103511918,3840
15443604,816653
33000943,493102437
138591545,16323833
44123487,71020987
29157121,3840
258563458,111164068
120532531,163238842
27609219,3840
394830005,18105493
68862096,56217756
29406557,14145493
466027007,140528224
86044237,23990894
260935147,450885342
423145706,248506063
4523471,27246430
144076256,16323833
191548936,16734718
735983,38500106
37729461,23990894
31038110,16352313
266703267,330683316
45851021,18105493
231291607,79267449
378171618,16734718
112090416,493102437
20339676,5110861
66441732,76091017
18825735,14669534
14270396,41970816
118825977,199545828
361451022,16033908
385671782,306420546
809864,5110861
28054681,77581855
18110687,80400072
14174144,17594572
76449812,150774780
47392254,163238842
22835688,114359122
45431779,183095785
335903825,163238842
11346482,16739711
272652543,163238842
69019134,17882897
55562722,1699881
3443591,7082092
60134593,14813088
18021105,149994738
14727207,17813135
457793400,163238842
177204220,60727070
26337145,88109378
17627996,17627996
243847008,816653
24581361,221185711
263147920,16421962
15362595,5110861
124969717,35961508
16574564,14813088
15679881,1699881
47582962,85928734
148415637,88130368
156904764,16033908
66263785,18859933
46901607,56280411
27268937,39382776
19829226,90984237
536493529,15839249
266677130,111164068
32815555,18690700
14565565,29993931
18706244,149994738
161045789,450885342
15780792,14179545
153167431,88109378
43144245,16323833
90985555,24400628
17084595,816653
170762260,19287334
227800576,49098552
142317078,86889135
286811745,378494343
18342200,6368672
78359429,14478814
245260385,56280411
6480682,85253908
117252513,160994217
93263447,68526677
37931906,198662359
21841724,88109378
46160165,15962096
19807222,7082092
19459100,3840
25669284,3840
15853490,221185711
455160688,88109378
278073591,156652502
166315863,52084634
9015112,27884585
196380435,111164068
202867434,14372763
28476926,14372763
60448763,60448763
206804715,88109378
626373,17996177
546242720,74671123
59494613,246493616
22437785,1922861
6080022,88109378
88957553,30293070
24705687,3840
76552579,3840
132467587,24055407
46473698,35206553
232868736,15612015
42068312,150197363
48120093,19538986
201711826,221185711
273531261,221185711
133984145,60448763
243269090,14129623
77069011,26374419
14769496,7861622
18030761,88109378
357740963,311704980
33978449,3840
182975343,7384432
165031576,306420546
85796422,17943827
153581660,15568621
17868918,493102437
29411301,24400628
16037595,5401942
26784273,17213703
1950981,3840
161761859,7861622
15268048,7082092
20813021,88109378
200599938,24586611
11621822,3840
9013562,46170816
26203847,6347872
5045231,3840
34559099,35206553
16293423,56280411
101229118,88109378
2589661,7082092
17038054,19997104
70495098,3840
138987862,816653
9767472,10587552
22175924,17813135
650013,67444229
135579990,30293070
30587085,17943827
265802800,20447992
278917851,450885342
23772517,149291303
240377620,17104005
110123554,48488675
183636111,32358893
39524936,291670881
15119140,80400072
36704352,19538986
20745730,14120151
130590426,21832269
84842998,16027078
3062761,88109378
317913382,163238842
142240192,130012095
341423,19225156
227572916,493102437
91032513,78944566
152889559,16033908
126345156,51446354
1769391,17508106
18097821,85928734
182012351,14179545
96211699,163238842
209626339,221185711
84818454,130012095
77027449,119417822
283739831,183095785
796317,88109378
37286773,308998490
51574477,14218296
274152161,16734718
380795101,38108292
328088799,88109378
22743104,14827526
16831627,15642031
390189904,5110861
312906090,19022242
308784381,5516372
277215674,67444229
243405235,26568085
76011927,20905358
320463982,353482545
215328630,14145493
118932885,155403330
85891683,17897744
112115650,493102437
51510398,816653
15540222,3840
20104303,88109378
24810011,7384432
141754405,88109378
26906493,16033908
15086116,155403330
51843293,163238842
19643522,22679419
49914950,412582295
36257808,256345926
3088721,3840
21991753,130012095
18980795,256345926
353767514,252559948
17909140,38500106
315833613,20447992
6856,3840
17003056,16929282
398271367,20543416
89212668,16323833
15576272,17232000
206777221,21474310
164764219,68526677
89452135,66823674
269988523,39781660
236901617,183095785
92931185,51237260
216208047,85928734
47651224,163238842
34760779,7890392
125463397,153474021
107589725,17897744
48628430,123071061
3733331,88109378
214174332,7384432
20053425,19287334
62462987,3840
15795991,18031634
14446092,5516372
311078038,251983364
85616209,7861622
9746442,3840
153142558,26910683
74244760,199992378
22255799,35206553
99838316,7082092
314312573,14365883
328193320,450885342
3253671,7082092
62433943,39819487
13873032,23849131
66576548,46650115
20200882,46650115
37785849,7861622
91835429,14217624
6703202,80400072
22614904,21206147
54964162,3840
21938011,16193542
323896067,18223191
24586399,20447992
188014427,26051404
44431177,78311082
114577942,155688134
179589734,17598413
245645252,14179545
38588588,16033908
220567244,16127669
20236477,3840
122525263,163238842
320892332,183095785
193017183,183095785
258814290,15568621
173065697,372765570
17818461,16187637
33215612,17104005
64046315,18917281
280309627,163238842
15189157,17943827
94444692,155403330
15868545,18859933
153226344,18479513
21201175,33464639
43223610,3840
308530087,308998490
362055950,181617875
163203962,163238842
38316003,41970816
17694164,24400628
195834665,69677863
13108932,56280411
381559270,108185203
169394390,6519522
14643009,15420011
101342915,30257869
188096594,2576401
28175577,16187637
368250901,14145493
14325471,3840
19092741,17137927
132489386,15239720
299926425,7082092
173590805,17897744
94846148,163238842
488011724,18479513
378176017,14813088
42986082,88109378
84208385,44193344
119640284,18917281
12925,14179545
85466445,156652502
5917812,3840
198224160,163238842
48719536,85928734
33506671,3840
68102334,16734718
336723017,493102437
62113055,8405632
22792195,16356344
14789275,22679419
39870387,56280411
109993300,14955620
14271118,35206553
110494556,17866209
16024323,41970816
46985519,90982638
50751382,7082092
46059563,17104005
62359368,124333225
38740909,15962096
26596693,14615871
5631612,75076600
64818746,5110861
76786777,17897744
102269229,17627996
105045708,7082092
130264658,16186743
177932251,53184267
150347034,31455711
323427568,816653
102693093,7890392
127273948,356897757
150182681,125653548
180014279,35206553
20428228,5110861
53605520,252559948
1020961,10241
462300379,19538986
67760575,98306941
18967666,3415861
462108595,254400424
237829714,14461150
18554046,27246430
162103637,94919897
216915556,60727070
43016307,17104005
14488353,161554085
20265542,15133767
14085018,3840
26150404,477094958
40043352,165097255
27240022,14179545
10719002,12251322
96194704,56280411
430744802,3840
57569289,111164068
203741612,163238842
14189600,17943827
26664092,163238842
24609812,41970816
817288,3840
16105122,41970816
21522338,172221767
16482586,7082092
92141126,76702882
213684742,14363353
193998015,19458216
13191062,12730882
194789932,182083035
228300678,16323833
188040570,14145493
7619532,14630490
38018809,57122023
501303192,24586611
117776588,27618085
39804374,104989762
152827069,321152228
17565167,15402475
252032459,19793454
94190721,63844430
508982647,19538986
50098420,177470611
44561051,14179545
60516697,152490004
324510223,163238842
200270317,28597237
16746862,15943410
108441652,35206553
11522622,348278208
143041004,86889135
37378109,17882897
202888588,170451817
27488507,17137927
19840435,7861622
36953510,5690262
296952969,88109378
130340054,104989762
18743021,10241
21158707,14478814
17776295,280329780
394538655,493102437
18202441,16323833
18730612,140528224
469718467,18752156
270721217,19538986
152967678,248506063
14669269,26599573
99141660,15530428
18776128,266143773
17560863,57001957
15090928,9103242
21614669,10241
78350804,156652502
370819399,225079658
16031679,17217414
19237585,816653
211977493,21474310
52080552,239834955
385702363,18496986
90957491,14179545
86352959,111164068
21859869,10886182
29405599,7082092
46114108,19148708
24807336,173998684
74427281,36913587
177471152,177470611
45936004,88109378
14798336,816653
231216190,450885342
29546364,16323833
372215383,17897744
238210891,156652502
16063556,53184267
8526432,12251322
163144222,111164068
374037297,112111406
151767949,51237260
7329652,41970816
89859844,24400628
99158795,93329426
16827489,5768632
14153020,16313592
164427006,88109378
28180183,15947217
94335544,117541123
43824112,183095785
244333928,123060433
401510011,88109378
27592116,14893314
83362617,1925661
170675435,88109378
30504010,816653
256992902,52084634
14501176,15717356
137502255,14528221
7296332,17897744
17024955,17977714
15819869,18640668
220562943,450885342
220444914,29993931
276715917,18479513
355264744,111164068
216299334,85928734
527076106,63821117
25843787,5110861
279749638,90227296
385606113,93329426
36218527,24586611
305395460,24838521
57469323,330683316
32143,816653
19628860,14669534
148231776,17104005
14584903,271551404
21115824,66428918
324655209,150774780
72918551,31153819
128522283,112111406
68616468,35715105
188681547,21474310
17882822,14669534
877491,15957907
300652380,1925661
19049747,14179545
20536171,16739711
14626738,3840
37367041,24838521
234744365,20543416
82158709,330683316
16251340,22539158
165845570,7384432
69724996,17882897
221636679,198662359
308201248,53221356
498189324,275197798
14767919,3840
140459289,86889135
29278332,816653
14847236,3840
36452050,16187637
17787312,17943827
134246842,493102437
67068584,60448763
38366272,221185711
17982552,10886182
278407403,199545828
195032399,135605269
33565054,14813088
18190756,29993931
384578511,223928153
267600342,7861622
55197370,85928734
240803165,330683316
22684480,18859933
21375127,21474310
14601522,12251322
208668019,163238842
189246617,256345926
110901093,86889135
14120576,3840
49715118,114359122
22536055,5401942
560153022,24055407
7821492,67157376
19181276,271551404
256137483,88109378
449349346,7861622
14329845,155403330
23019705,19538986
34354722,31455711
55387080,493102437
42301087,14251225
476289207,17943827
42503083,16323833
40338536,17912337
415601652,17813135
17517565,24907197
14093707,69671781
135818099,41335446
18529924,17594572
16777769,149276260
77454154,816653
821584,80400072
252822479,9215692
19731643,16929282
183428438,163238842
383044849,59199168
64571701,18744957
842291,12860612
15796976,88109378
4255361,469499707
350472732,348278208
17554569,114864985
14435332,5110861
39098070,26568085
76038813,79879425
143457068,175080430
17542355,31455711
29357762,35206553
84217706,68526677
238595005,182083035
176919659,111164068
85192532,15654830
34373923,19148708
13994032,816653
27711339,493102437
274636942,14045302
105028459,85102611
67475592,378743443
58809210,19458216
783573,3604981
46731762,384685037
18400726,15957907
325215620,493102437
35901235,14372763
29704327,76091017
472959875,163238842
17142827,18447641
220442839,493102437
6700332,7082092
232973014,26568085
40050616,88109378
22108185,16323833
286474054,339155639
46278612,61288679
63583910,88109378
4964241,23770107
25130415,16186743
21752971,25577351
103968331,170451817
444181364,14179545
34684066,16323833
70824052,24977228
46239813,6519522
14602589,87612216
14882455,23563495
76361272,56280411
57430197,16186743
45177955,17943827
46787465,163238842
371639304,14224219
75713796,6519522
47377182,330683316
18836036,14179545
74580436,493102437
171548022,3840
14401761,35432988
348046115,163238842
61422096,41970816
44604117,8963722
73731253,19793454
84207044,41911743
17459208,36659758
18342536,14972035
17565514,816653
22682436,7384432
29905455,816653
795643,7082092
1673911,7082092
17606200,14218296
14146712,816653
285235934,35432988
14446054,5110861
252047845,7384432
17199019,53221356
327167274,308998490
64824726,117541123
330404301,18479513
14721260,3840
172496409,53221356
92036487,14363353
47586577,287519521
15777123,82433
335641572,191322855
215824411,104989762
112395753,816653
83206131,16027638
26291033,16570302
293850289,221185711
15150386,15169511
24497277,88130368
17579663,12251322
40267916,155403330
256909068,163238842
34616510,24838521
344288266,225079658
14589869,14748945
16334480,16929282
16394358,19148708
422283625,19538986
192217741,59199168
66217288,16323833
25666473,239834955
345839552,26568085
35674679,19793454
190388631,271551404
32812397,18682397
96061175,7805942
16521328,17943827
18755564,14179545
112764405,3840
19787153,14671967
7215512,28452658
176875631,88109378
1705871,33854532
48780700,194008976
3554381,14129623
367474028,16734718
275249591,3840
16022682,816653
92078843,88109378
364489354,82433
251221957,15456235
156366500,88109378
21702827,15169511
221005623,163238842
41188718,30257869
38912238,163238842
242323333,14424445
14114899,3604981
17781802,14615871
41003100,20446839
189283341,17206278
23040113,14179545
164014917,21474310
113068816,21028481
156444178,16734718
31278370,80400072
14188985,14415835
42069990,66428918
58245916,14251225
1688741,12860612
36637698,175181938
5805352,104989762
8704752,15717356
19723705,12860612
24245649,9215692
24911468,7082092
141373286,14120151
39764277,6519522
256915961,7384432
21670881,135605269
3286871,27884585
114910205,14179545
25817020,114864985
453887689,88109378
304515985,36184872
106868518,7384432
29849798,816653
25595508,163238842
18827028,170451817
192264695,124563980
41602160,85928734
472479954,183095785
19658506,52827556
323117003,493102437
18888026,30257869
7442232,17137927
17589133,7082092
469590968,17104005
195838004,117541123
385189082,7384432
1239671,15058148
30298772,450885342
98809456,48436259
37542077,15280200
4379101,1468951
30640324,6165372
379367182,19725644
19013051,22252971
270316912,86998735
19175963,77581855
32959826,17873937
42900116,44193344
135187070,14129601
26573010,18690700
18994661,17813135
25150349,17813135
1126941,3840
9406942,14179545
102021986,60727070
24626652,150774780
87075439,221185711
128419321,15957907
19400611,16187637
10380732,4816
29047058,12860612
14885549,3840
209759970,15805171
160229483,163238842
19744445,14711172
245969588,130012095
121515196,16187637
25123683,35206553
344015103,17943827
203367098,9215692
7790622,14528221
213503700,155403330
310922188,425207385
102786832,30257869
119404044,3840
26623854,92769735
100020200,12860612
300321196,108185203
202742868,43658360
468924877,183095785
43166385,111164068
195893980,56280411
34211097,19148708
110924879,7861622
213299053,218336003
61452386,149276260
34239340,34041607
475314896,822284
357359582,4171231
24569387,816653
16685316,14218296
57929922,17104005
18722775,149276260
116511302,363426409
270898230,12730882
65108529,17217414
21142831,26374419
17173852,198662359
41583318,5110861
197262168,50259455
418315536,183095785
18940840,5110861
28071884,23978861
218330295,20263382
23032518,49064943
21550459,169162896
158759185,88109378
348674206,17874544
16313225,7861622
205438045,14179545
22898469,14306843
9201992,150774780
28627004,1699881
133020718,88109378
169257934,14218296
17002280,14711172
274766342,16352313
18666844,88109378
46146200,14179545
47688406,17594572
259387453,16313592
15441074,3840
231286209,493102437
36851222,19315174
471281387,26568085
19087309,14528221
16714529,236125571
51307291,254400424
21069922,816653
