id,degree
22872643,750
32774989,748
35722372,748
101204352,748
14471778,746
24447643,746
42361118,746
43192807,746
16245822,744
949521,742
14498387,742
364917755,740
6351572,738
10078882,736
238289569,736
26033920,734
175624200,732
189898898,730
14139971,730
22412376,730
141508391,730
16097743,730
166739404,728
14681605,728
21195122,726
214968599,724
14647570,724
268414482,720
18671559,720
15112961,718
223702895,718
208549187,716
62609430,714
259842341,712
56860418,712
157652825,712
15029953,712
46209291,710
7194892,710
1715051,708
66699013,708
643653,708
15150609,708
15447248,708
175553601,706
19562228,706
88749392,704
10454572,704
158804228,704
262340283,702
18951737,702
191924526,700
14506809,700
9275742,700
302282272,700
150070308,700
46537966,696
226014818,696
123371682,694
11180212,694
6141832,694
358775055,692
280365428,692
19697415,692
1435461,692
1422311,690
17663756,690
28719244,688
110315478,688
16069548,686
755068,686
20397258,686
126444583,686
54228724,684
2557521,684
14515799,682
14749606,680
7376382,680
9534522,680
261001122,680
57107167,680
12044602,678
65047891,678
158414847,674
93885127,674
862681,674
47785747,672
157829215,670
14246001,668
18709570,668
57986173,668
15234407,666
15154217,666
83267360,666
57425153,664
116498875,664
75165115,664
134940306,662
43933017,662
189875309,662
2779821,662
90850337,662
84043660,662
63207451,660
304462046,660
216843160,660
23822446,658
26604704,658
82453323,658
21415375,658
90964854,656
15653423,656
128522006,656
19279990,656
23503181,656
31067157,654
14615871,654
461410856,654
17384099,654
148745060,652
154309021,650
52551600,650
21549924,650
112508240,650
14448205,648
77007853,648
19414296,648
14944532,648
17632072,648
14666401,648
31572616,648
155951259,646
14372486,646
5392522,646
8914942,646
14453798,646
15279452,644
14199979,644
16739711,644
64285972,642
383830013,642
20437286,640
217856118,640
463952369,640
7861622,640
2729061,640
17006157,640
258140947,638
17446621,638
20935355,638
5423502,636
31808762,636
14217740,636
262764726,634
14807093,634
203338499,634
8004732,632
7890392,632
166214735,632
15419775,632
131926467,632
46426258,632
9431932,632
231893190,632
28482819,632
64488804,628
31377059,628
19705747,628
778446,628
94480069,626
220729949,624
230601773,624
3004231,624
17214479,624
16786977,624
26853548,622
20015311,622
17105214,622
28706024,622
13229902,620
767,620
14207863,620
3096071,620
17004618,618
5906322,618
11666142,616
14807898,616
138003731,616
168224294,616
1367531,616
83417972,616
347412328,616
37291805,616
141341662,616
394263193,614
24444592,614
18941809,614
272570677,614
155661154,614
20778387,614
160267464,612
380580781,612
12223,610
14413075,610
15461733,610
24129206,610
24980246,610
14848513,608
930061,608
159588456,608
17781165,608
263292498,608
15858135,608
13317162,608
16747981,606
15888142,606
168688901,606
16895274,606
189178986,606
23235056,606
767396,604
63253045,604
759003,604
207198670,604
1046661,602
793830,602
17526132,602
172251288,600
20274104,600
451586190,600
16577804,600
20490915,600
8963722,598
14426892,598
96513226,598
8163442,596
14505838,596
5650332,596
65673,594
395663037,594
95980722,594
153784150,592
48370736,592
34771668,592
150273565,592
160237722,592
28755851,592
14693823,592
91105535,590
5763262,590
6480732,590
12534,590
40381496,588
14876672,588
131537442,588
4119741,588
105035129,586
39056518,586
223990701,586
234169190,586
28125177,586
9938852,586
16799897,584
134301914,584
17217640,584
15993650,584
241214783,584
22258315,584
245141097,584
5988062,582
128968339,582
459633467,582
66561957,582
252791673,580
22677790,580
17753033,580
15012486,580
14990062,580
17602896,578
131613362,578
266553242,578
15216860,578
36765490,578
43366650,578
124528830,576
10798802,576
30207757,576
18988524,576
31037985,576
37561615,576
38685348,576
19526770,574
42977712,574
208942635,574
23375688,574
24008967,574
4230121,574
108928516,574
255790981,574
303060652,572
14946999,572
11000562,572
22207520,572
16028241,570
33612973,570
14208982,570
17220934,570
14609321,570
22715267,570
111210694,570
214328887,568
13811562,568
28960709,568
52146755,568
44039298,566
35206553,566
194403468,566
85716069,566
6054912,566
13185852,566
234526497,564
7434902,564
71256932,564
33191389,564
14880937,564
361142565,564
92591481,564
298038575,562
12741,562
143950772,562
6408382,562
16421419,562
18396070,560
86336234,560
108205076,560
63787760,560
248224845,560
17111909,560
226629405,558
50115087,558
104209445,558
165598423,558
20108560,558
9117202,558
181162395,558
19225542,558
454340464,556
24166202,556
21068395,556
166811519,556
28192145,556
23027237,556
222261763,554
325106566,554
24216951,554
16504528,554
134943586,554
7738402,554
16453996,554
333138240,554
15658051,552
1305941,552
175431001,552
1835411,552
9212052,552
1702611,552
15862891,550
159223855,550
94454911,550
236627583,550
23140494,550
479854996,550
16792453,550
7670202,550
37699718,550
200214366,550
36777024,548
19329393,548
20152005,548
32765534,548
28184452,548
58368604,548
14134942,546
1775731,546
265498278,546
15687962,546
32423136,546
36683668,546
287564504,546
809760,544
8170292,544
19064433,544
53280402,544
5538252,544
117177831,544
6374602,544
44527648,544
18208354,544
103865085,542
15649433,542
15712979,542
149276260,542
319020952,542
28049003,542
60968363,540
16522244,540
103598216,540
221582075,540
69548480,540
18599061,538
309325161,538
20120776,538
52768208,538
95495271,538
78453,538
2735631,536
926981,536
72245548,536
14982575,536
18655567,536
114910205,536
188046098,536
113058991,534
72818790,534
28161405,534
18069427,534
17062358,534
117306176,534
18923866,534
20436922,532
35787166,532
16616109,532
19595287,532
14936377,530
66499322,530
217932743,530
8541492,530
2097571,530
277649366,530
60273,530
816214,530
17567533,528
2467791,528
22548403,528
39530187,528
14763,528
24239110,528
20661527,528
14145493,526
37570179,526
5746452,526
19653925,526
85343184,526
15396961,526
14424667,524
198876913,524
11211372,524
61730210,524
809864,524
354004333,524
85501252,524
18553965,524
16247469,522
12121162,522
17853760,522
382110320,522
235216483,522
29016037,522
49315012,522
2589521,522
20495756,522
102903198,522
26642006,522
141861462,522
19732725,522
13055232,520
14803701,520
144631425,520
19948202,520
191548936,520
989,520
15431856,520
18569484,520
239760107,520
115221382,518
25843787,518
1134701,518
10202,518
31296704,518
177352756,518
211636366,518
238201669,518
61933836,518
13109502,518
20787623,518
15259010,518
119897041,518
65707359,518
6539592,518
321696489,518
8312422,518
351092905,518
18149078,518
16183380,516
25577874,516
22084427,516
1000591,516
288452305,516
18021714,516
87031118,516
14157134,516
17116707,514
1271901,514
14749383,514
18897157,514
7517222,514
88456842,514
19299909,514
242479442,512
16434310,512
62513246,512
12831,512
18731347,512
15098511,512
22139698,512
439788025,512
14077024,510
134548250,510
108719642,510
107516840,510
28490110,510
18825961,510
14685759,510
24989174,508
117652722,508
88782469,508
681813,508
91359384,508
233598791,508
18119683,506
306445007,506
15745434,506
35012599,506
18338485,506
16890969,506
11178672,506
78813,506
230006126,504
196710000,504
292354838,504
228270980,504
113763153,504
1608991,504
19898730,504
2890961,502
38521400,502
275608958,502
15329577,502
76106023,502
745823,502
14925700,502
399769234,502
85215038,502
4833,502
7668362,502
14091091,500
286012612,500
3108351,500
25333193,500
17658786,500
187569483,500
35432497,500
14120151,500
35097545,500
43626328,500
23645599,500
14443028,500
12298182,500
18755518,500
71383220,500
41436687,500
17794004,500
175479505,500
74651704,498
19631395,498
214970887,498
15087011,498
20488611,498
58427526,498
7040932,498
23742633,498
121202578,498
104352067,498
24479656,496
1879831,496
14224719,496
19195914,496
260846408,496
17759158,494
34747631,494
45753733,494
1405071,494
13275962,494
58641627,494
29472803,494
61475880,494
302847930,494
15849055,494
38514229,494
69193714,494
16956955,494
54178513,494
62593760,494
76348185,492
15281911,492
17968886,492
15494342,492
22253,492
18957524,492
217796457,492
212340401,492
15507297,492
16157855,492
55019615,492
4893411,490
21581503,490
209169572,490
200212364,488
165786567,488
14575107,488
21697900,488
9215692,488
15938936,488
17140787,488
199010047,488
423567032,488
17803303,488
28420827,486
87525002,486
36475508,486
15987295,486
12771872,486
14371740,486
20315513,486
176310143,486
35926608,486
46533358,486
23151437,486
100649666,486
273120131,486
55033682,484
1294741,484
168152689,484
8360682,484
88639412,484
60725654,484
10450,484
2727051,484
17045060,484
151495845,484
107830991,484
45784061,482
14413715,482
8453452,482
13462442,482
88109378,482
96483973,482
254874192,482
61033129,482
24560836,482
2841151,482
338017544,482
16905329,480
290092792,480
86560711,480
78944566,480
4068821,480
14903310,480
145809544,480
18859819,480
199039532,480
248883350,480
11447852,480
18826638,480
13274152,480
169780164,480
250303199,478
17471979,478
184637613,478
182925539,478
15869453,478
14869783,478
18278524,478
52361963,478
101633415,478
10716292,478
14160974,478
817288,478
5539522,478
17918629,478
93957809,476
188186842,476
21437537,476
316797838,476
18055737,476
19550535,476
3286871,476
20347014,476
28609947,476
116798290,476
8835652,476
26000424,476
50000478,476
152435436,476
277880296,476
105895378,474
7888452,474
204446054,474
14422788,474
89032548,474
22997147,474
24815332,474
188499505,474
128216887,474
47429047,474
14338082,474
7079062,474
496438192,474
123684709,474
62985251,472
16009851,472
14849487,472
85891683,472
14256927,472
254118225,472
146035223,472
14794851,472
153245741,472
742143,472
15989218,472
19795386,472
17866414,472
24595743,470
15472368,470
15944663,470
5774432,470
14231571,470
31610343,470
14203895,470
27195114,470
312805417,470
160565602,470
159629146,468
58497291,468
11113,468
31153819,468
37710752,468
16513135,468
262182509,468
19426551,468
105004950,468
2363991,468
17461978,468
196926575,468
28302257,468
112915037,466
15070932,466
19760380,466
121999927,466
21362105,466
21678052,466
16809036,466
25649234,466
15292446,466
28870086,466
18900668,464
15670515,464
418,464
69679166,464
174285878,464
80273245,464
717313,464
15642209,464
30109507,464
145129229,464
52772629,464
19563357,462
14544190,462
27853708,462
275686563,462
91409081,462
5747502,462
779715,462
20106852,462
154701532,462
27531390,460
231975020,460
310741786,460
23691649,460
336141383,460
65981257,460
52498113,460
18191231,460
294430454,460
17409832,460
40580577,460
14270527,460
586,460
12069912,460
23894637,460
74291526,458
77888423,458
15587500,458
89503894,458
14510359,458
16507692,458
41183891,458
1045521,458
19840198,458
124474025,458
26257166,458
7249822,458
183663839,458
135218281,458
13039372,458
17675120,456
49536244,456
82617725,456
127958577,456
14326840,456
18194898,456
123715869,456
19492215,456
17587331,456
31246395,456
23238377,456
376946114,456
288485704,456
35726059,456
14761795,454
14885549,454
43815496,454
15481789,454
163674521,454
15227791,454
21770611,454
784912,454
31949053,454
211614808,454
221185711,454
1586501,452
13837812,452
23832022,452
24223641,452
253360762,452
16079941,452
1504011,452
15492359,452
16024323,452
378494343,452
15292252,452
15706128,452
17899109,452
156136958,452
255022485,452
221752062,452
7682452,452
13790282,450
233220322,450
1072591,450
16871637,450
20689206,450
138416662,450
180540375,450
27696993,450
47359057,450
283306479,450
227650565,450
14414761,450
14342564,448
24486637,448
18222378,448
70587360,448
13820672,448
15208246,448
13179562,448
16089052,448
145753059,448
21586418,448
30096240,448
12681982,448
108159877,448
790205,448
133663120,446
11027262,446
18496986,446
175495158,446
22954430,446
17922109,446
17365270,446
16356344,446
127016368,446
38108292,446
3839,446
87798068,446
9411482,446
230880104,446
32309773,444
20319646,444
18665800,444
260935147,444
52330027,444
16677622,444
18886852,444
43775164,444
2576401,444
284174632,444
144723379,444
42533748,444
68732646,442
141488457,442
73707412,442
13809612,442
14722311,442
47703226,442
14888584,442
10824382,442
67378554,442
129984134,442
202114894,442
336463060,442
106638964,440
117901353,440
16929349,440
54107218,440
228837973,440
16869298,440
317313520,440
227064424,440
7573752,440
3496641,440
76587180,440
17293897,438
6165372,438
221010883,438
2609891,438
153449917,438
198941747,438
89826562,438
17366486,438
19678610,438
123480187,438
444929150,438
545020142,438
268270621,436
1143031,436
16102671,436
34242979,436
14220046,436
6456482,436
73206956,436
117541123,436
115363439,436
269485905,436
22413809,436
18849313,434
242451319,434
350978314,434
16012783,434
148519842,434
16955141,434
238264600,434
33097148,434
175633082,434
21735280,434
734493,432
61086747,432
80317145,432
14939981,432
69085691,432
230891041,432
1899161,432
150402542,432
256497288,432
169216507,432
19617190,432
22940219,432
58930815,432
108621190,430
166155537,430
18291500,430
41110545,430
16817883,430
278778939,430
77404713,430
166732373,430
18226205,430
73731253,430
18729020,430
16501385,430
105150583,430
16378486,430
6581292,428
157218534,428
24221229,428
119228619,428
19208450,428
430268163,428
122439303,428
14058831,428
25365536,428
202195505,428
216481145,428
257668899,428
177345928,426
23544596,426
14630490,426
16017475,426
147646942,426
16568227,426
21224647,426
113509970,426
44130462,426
22977196,426
14957252,426
5623612,424
93006320,424
37103386,424
16987303,424
26103051,424
18708466,424
200291506,424
175529494,424
22879382,424
39394932,424
387237264,424
16886225,422
186909156,422
20543416,422
17872874,422
33423401,422
28409795,422
14844734,422
182609394,422
9207632,422
25339125,422
65289126,422
14129601,422
44783853,422
16894839,422
15435220,422
125120339,422
29118453,420
50499213,420
16184358,420
259288589,420
364598207,420
48132655,420
276577539,420
3253671,420
18630326,420
44666348,420
14080429,420
15375238,420
18164420,420
32547856,420
57875811,420
31477674,420
16726878,420
14836915,420
75370828,418
285287229,418
17732153,418
14702533,418
95260836,418
26961048,418
45445539,418
222221274,418
15335809,418
14133447,418
22275457,416
121226571,416
16234759,416
135704870,416
200494218,416
18890465,416
2869531,416
14208611,416
16626187,416
237420957,416
17636405,416
254883790,416
7745472,416
18374320,416
45705189,416
65647594,416
276308596,416
296242468,416
5471892,416
33868543,414
250447400,414
300842571,414
240905997,414
755431,414
127211957,414
212018296,414
35012277,414
15477120,414
18594420,414
21624907,414
224309765,414
105643923,414
18486243,414
18228075,412
16263665,412
64508047,412
21035409,412
15347317,412
56783491,412
119405380,412
16038438,412
16190278,412
3475,412
36686415,412
15976697,412
19849160,412
120971873,412
8146732,410
137454693,410
30680870,410
15820660,410
17564647,410
38222521,410
7152572,410
22411875,410
42958829,410
28650455,410
16285517,410
156076078,410
221405974,410
213777144,410
17587207,410
27527745,410
14162415,410
7710472,410
253160190,410
307642294,410
14716974,410
47766490,410
1979391,410
193185958,410
15578992,408
159944448,408
20179628,408
146569971,408
252415267,408
117187783,408
109571377,408
761290,408
15853073,408
49489028,408
18556103,408
144723989,408
14112756,408
82853372,408
15110431,408
1774391,408
46160500,408
86221475,406
20747741,406
22412950,406
85432934,406
43529972,406
119843970,406
111374622,406
124296976,406
155689319,406
2525131,406
41825972,406
318434640,406
100174502,406
774096,406
8362412,406
239434259,406
18718580,406
26083291,406
53175445,406
2230871,406
28434434,406
168767461,404
8079892,404
65357070,404
135397331,404
28037700,404
208541451,404
369232105,404
22915745,404
30426021,404
36969785,404
40519997,404
15117459,404
64931560,404
79119341,404
17403755,404
18646108,404
17053,404
15488968,404
52405864,404
104249727,404
26053643,402
11348722,402
14313005,402
8570392,402
174639962,402
22745706,402
16536215,402
35664799,402
33923,402
79839110,402
16372635,402
123004655,402
15520280,402
29304278,402
16613128,402
216088014,402
236143101,400
18993395,400
2803191,400
652193,400
51694885,400
193545258,400
5995932,400
814253,400
190696559,400
189414421,400
197903282,400
22863638,400
43920492,400
57828817,398
19161407,398
11435642,398
13490452,398
309689866,398
15099384,398
164686885,398
184594566,398
43920155,398
274135827,398
406628822,398
6480652,398
16753853,398
17220817,398
30734523,398
4113261,398
64824726,396
289604484,396
9340912,396
16660064,396
122155114,396
209506790,396
91067832,396
14180105,396
220368467,396
15411797,396
236184723,396
5410072,396
21955058,396
183786731,396
254088583,396
19766517,396
17787399,396
817386,396
292632231,396
106607901,396
47854857,396
295062437,394
51162310,394
239141315,394
17714569,394
32135704,394
20734751,394
73446048,394
246209510,394
30973,394
39680464,394
195934431,394
200559228,394
27050042,394
24353066,394
189111957,394
94915681,394
83250127,394
161760542,394
40813518,394
166358938,394
18836167,394
222640532,394
19644592,394
120892393,394
261047860,394
298385420,394
22273748,394
13434622,394
387928178,394
27022632,392
43880993,392
14155927,392
267425413,392
11018782,392
16120265,392
171202083,392
8161232,392
17941825,392
9930742,390
224160357,390
21686566,390
57435204,390
24793429,390
17092862,390
36767299,390
242024994,390
312358396,390
26871300,390
678953,390
111492860,390
120459837,390
451250774,390
99885625,390
23334169,390
57490887,390
90998968,390
64069241,388
73181712,388
796742,388
182455769,388
190017453,388
61040833,388
2529971,388
824168,388
19530134,388
9109712,388
16790036,388
92359611,388
202346485,388
18848018,388
196327549,388
282704372,388
71606873,386
89483328,386
22556717,386
252750461,386
5443002,386
16220934,386
11340982,386
22685200,386
333966373,386
14994465,386
18534908,386
226570779,386
11922692,386
29705724,386
25827166,386
11884732,386
44874760,386
289738351,386
15221950,384
5110861,384
13473182,384
258677858,384
20050047,384
352145373,384
18720595,384
31524543,384
15780750,384
263224927,384
61853583,384
14060856,384
14517343,384
16079245,384
13212522,382
129093262,382
1268821,382
61311054,382
21970278,382
9298152,382
46948334,382
19087813,382
14202817,382
37214134,382
16957273,382
15657647,382
23739721,382
271662759,382
94325602,382
14632458,382
6080022,382
116941776,382
240740059,382
128302994,382
110445334,382
294361452,382
106514999,382
291468308,382
290176149,382
102137866,380
19720019,380
235978600,380
36999171,380
326259198,380
93787797,380
174958347,380
125159561,380
211743260,380
12415722,380
96907622,380
154708725,380
372765570,380
155969606,380
1548841,380
5676102,380
198830228,378
107418464,378
104066691,378
258145892,378
145845459,378
35407584,378
27837808,378
321949882,378
357227113,378
183095785,378
24752484,378
216299334,378
113859309,378
112628165,378
18142375,378
35617065,378
246481013,378
76786777,378
115216851,378
223581250,378
4278201,378
21391704,376
101567635,376
7875912,376
349932090,376
21452912,376
17842366,376
349994706,376
91480304,376
127713437,376
25565646,376
16824073,376
29480700,376
18177126,376
18646280,376
24626969,376
17733320,376
6018292,376
59588845,374
15091978,374
68801460,374
407977463,374
163629705,374
15500649,374
26208862,374
41814169,374
169112757,374
858051,374
160959034,374
211547273,374
278181157,374
269304313,374
124524869,372
10241,372
104991493,372
13691782,372
16409683,372
257145854,372
290929161,372
36618690,372
17723880,372
233966585,372
5413042,372
73024519,372
15018214,372
116362700,372
144320202,372
23152989,372
17831464,372
39600392,372
30261067,372
23179034,372
34805698,370
25589776,370
5576542,370
58233603,370
13649212,370
24541192,370
18895362,370
24057172,370
65493023,370
79343670,370
15643370,370
755756,370
278777228,370
23680913,370
7852172,370
18252740,370
69772407,370
3321441,370
15164565,368
66761133,368
37759047,368
27479039,368
26422087,368
9254272,368
118825977,368
3440721,368
61592079,368
271697994,368
135605269,368
313359626,368
86070159,368
18591927,368
245639401,368
48027925,368
206713609,368
18746498,368
506688854,368
270341223,368
14486007,368
45310286,368
7925002,366
234903529,366
23138959,366
17194296,366
21578499,366
4970411,366
6476742,366
71294756,366
322822476,366
11161852,366
16736535,366
646533,366
15160273,366
14813088,366
296171243,366
21901003,364
163491360,364
21094279,364
103130238,364
14719129,364
14824238,364
24083901,364
20999409,364
24529777,364
12591,364
138161425,364
208645319,364
288231953,364
18655633,364
89556802,364
202003,364
24640587,364
27260086,364
66369181,364
211933541,364
15527013,364
18170896,364
6825792,364
314801629,364
89014429,364
60620992,362
682463,362
13212502,362
38761811,362
297358566,362
25344641,362
29872754,362
68668098,362
127569781,362
19621110,362
14229141,362
19110632,362
25993,362
149660084,362
92367751,362
174172366,362
320140485,362
16187637,362
15861559,362
22121627,362
241976365,362
84473837,362
49253437,362
437300342,362
281238535,362
51899148,362
87044829,362
21506437,362
8226492,362
10985532,362
17822419,362
197881393,360
17134268,360
25106800,360
254442689,360
72915249,360
69049114,360
14669951,360
15827269,360
15681129,360
260077133,360
14847279,360
152062126,360
11019092,360
142401418,358
26250517,358
348610731,358
3954801,358
109635031,358
338614678,358
384685422,358
15134240,358
15119140,358
14458660,358
19867072,358
81110524,358
24277551,358
18486881,358
99712896,358
16265412,358
136103238,358
222090651,356
17037417,356
190833564,356
117535803,356
64619842,356
98633794,356
13872872,356
44507340,356
27641634,356
175103395,356
15342811,356
37201612,356
15164892,356
104301012,356
228467950,356
80245884,356
59916407,356
269930499,356
5380672,354
6210882,354
126042901,354
281159810,354
152137231,354
28301551,354
368829926,354
114115460,354
87620061,354
512896378,354
24741685,354
321045403,354
17540485,354
480083825,354
61598133,354
163374693,354
399644859,354
104201057,354
248916246,354
367443729,354
14416334,352
388987123,352
14934818,352
148112305,352
14063949,352
352290492,352
18994661,352
162123733,352
74286565,352
18301663,352
88807478,352
656673,352
11250,352
43656232,352
16279105,352
60033,350
44826769,350
118871841,350
299293996,350
42070873,350
297229855,350
15877164,350
19546942,350
19101284,350
1084,350
11223812,350
292915903,350
18472735,350
45690012,350
139872488,350
14503124,350
38214426,350
163622256,350
15290441,350
14589771,350
225160584,350
385587514,348
283732062,348
293353298,348
161555365,348
53297035,348
92123276,348
24542441,348
14365883,348
430313102,348
136046012,348
315868674,348
333464309,348
153066964,348
225444667,346
14372763,346
18069824,346
104585489,346
3442781,346
76091017,346
16734718,346
24807616,346
48903480,346
73025843,346
19811190,346
93479887,346
24285686,346
19136295,346
430182387,346
43355400,346
484813312,346
312284236,346
44409315,346
13356642,346
194516580,346
271224667,346
184391654,346
629863,344
343051634,344
67864340,344
1175221,344
98535426,344
289897709,344
90385486,344
48492831,344
96653670,344
203279955,344
14479720,344
91711942,344
20578527,344
555800132,344
31317273,344
26286713,344
36311369,344
129005870,344
333815274,344
278652553,344
105918870,344
18087961,344
36836787,342
15489348,342
22602849,342
15154767,342
38232487,342
16616061,342
19394186,342
249649511,342
114589771,342
395029889,342
219050194,342
19089252,342
113751683,342
8067082,342
17074440,342
120176950,342
291245327,342
66691804,342
301721565,342
17001435,342
30258963,342
5391882,342
80681990,342
56620346,342
32493647,342
96194704,340
1434251,340
34350419,340
23142308,340
219370782,340
131350078,340
290427660,340
252887163,340
49492585,340
74265849,340
431863591,340
275003449,340
152388029,340
25837866,340
746323,340
36362259,340
271658840,340
16685316,340
16640481,340
6978642,340
357740963,340
42053731,340
97319539,338
6478202,338
16212913,338
323292633,338
20726422,338
19982092,338
212293329,338
15533823,338
16744475,338
114636253,338
34104616,338
308723182,338
187132738,338
263002538,338
299105597,338
18734310,338
9567972,338
15252736,338
16452939,338
29906221,338
58714972,338
53685618,338
53789489,338
44578328,338
19120785,338
261973875,338
13180092,338
292030309,338
73443014,336
3820911,336
66369206,336
15831762,336
16065736,336
26360899,336
284681556,336
756278,336
819800,336
16786966,336
354139446,336
285359479,336
57903424,336
18264936,336
22981846,336
339943969,336
164081884,336
103975904,336
34886889,336
72339761,336
188614087,336
78977078,336
130922325,336
18012833,336
59018016,336
12152402,336
18698454,336
97251730,336
74262901,336
269248034,336
22363892,334
791124,334
9500062,334
178456134,334
17595439,334
139848744,334
162442852,334
64441390,334
123287376,334
20904455,334
10696062,334
27077521,334
151924135,334
172887151,334
14426487,334
506982155,334
83285096,334
128087229,334
24997470,332
374833275,332
244154650,332
14755105,332
112115650,332
253246183,332
151175266,332
307121607,332
85701883,332
16619832,332
9890492,332
23404076,332
23941372,332
21764343,332
265732976,332
12998732,332
21648994,332
294290268,332
168216747,332
7713202,332
21870651,332
27744721,332
3462421,332
7384432,332
15279429,332
16941646,332
34378922,332
92336981,332
389742937,332
74697858,332
71438267,330
21061498,330
171649753,330
229425177,330
395026311,330
307721313,330
43196716,330
24049604,330
20447194,330
113897988,330
15053372,330
132519763,330
207752295,330
384057286,330
278606956,330
15638249,330
14837184,330
166252256,330
19544520,330
397464131,330
15665127,328
752673,328
239970376,328
107512718,328
35617996,328
17767841,328
16710946,328
224581852,328
26697947,328
386204281,328
